text,id
The WHO is a unneccessary finance that reaps little reward.,5_1024_2
Don't underestimate Biden's patience and silent strategy.,5_1025_1
And trump said it was all about the money!,5_1026_1
So much damage to fix.,5_1027_1
The damage this moron has done to America is incalculable,5_1028_1
We’ll be back in by January.,5_1029_1
No matter how hard I try not to I can't help but hate this lowlife  scumbag,5_1030_1
The toddler in chief.,5_1031_1
We’ll be back in a couple weeks.,5_1032_1
Show the documentation,5_1033_1
"Biden can only enter the White House as President if he can prove that his ridiculous “80,000,000 votes” were not fraudulently or illegally obtained.",5_1034_1
"When you see what happened in Detroit, Atlanta, Philadelphia & Milwaukee, massive voter fraud, he’s go… See More",5_1034_2
Felix Rivera Bautista you can NOT prove a negative.,5_1035_1
Two courts have told Rudy and tRUMP they have to PROVE that fraud was committed.,5_1035_2
Accusations have to be proven and none have.The fact that tRUMP got more votes this time than last needs to be check… See More,5_1035_3
Where’s all the Republican comments??,5_1036_1
"Spoiler alert, Trump doesn’t matter.",5_1037_1
He’ll be gone soon... don’t worry folks!!,5_1038_1
The Lamest Duck in Lameduckdom .,5_1039_1
WHO is a POS organization who gets controlled by China.,5_1040_1
https://foreignpolicy.com/.../china-coronavirus-who.../,5_1040_2
Mia Lopez America must re-engage with the world.,5_1041_1
"Following WWII America was the last developed economy left standing, and we could stride around like the rulers of earth.",5_1041_2
"The truth is, and has always been.",5_1041_3
that we are interdependent with the rest of th… See More,5_1041_4
And in 50+ days Trump will walkaway.,5_1042_1
"Goodbye, adios, and auf wiedersehen and au revoir.",5_1042_2
That’s what a loser does,5_1043_1
Hope they told him to f**k off in 16 languages.,5_1044_1
Biden will give the WHO whatever it wants.,5_1045_1
Oh goodie.,5_1045_2
IQ4.5 is THE YUGEST LOSER EVER!,5_1046_1
WHO is a China puppet organization,5_1047_1
"Seven Steaming Hamburders, Six Chocolate Shakes, F-I-V-E Supersize Fries, Four Apple Pies, Three Filet O'Fish, Two Chicken Nuggets and A Replacement For Melania!",5_1048_1
Piss poor negotiating tactic he uses all the time,5_1049_1
Mcdonalds?,5_1050_1
Lol,5_1050_2
"UN Human Rights CommissionWe Filipinos, who need assistants, especially in the care and protection of our rights,Such as:… See More",5_1051_1
AND NOTICED ALL THE WHITE MEN STILL STAND BY HIM !,5_1052_1
UNBELIEVABLE,5_1052_2
January 20 2021.,5_1053_1
Or bust.,5_1053_2
A Warm Handshake Between Melania Trump And Macronhttps://sweethalf2020.com/archives/6319,5_1054_1
God Bless our President Trump!,5_1055_1
He got us a vaccine and the greatest economy!,5_1055_2
Toni Klieman,5_1056_1
Toni Klieman not,5_1057_1
Usha Katir it all happened under his watch!,5_1058_1
Therefore he gets the credit sorry,5_1058_2
"Toni Klieman Pfizer and Moderna got the vaccine, not trump.",5_1059_1
The pharmaceuticals will always work on a cure.,5_1059_2
In fact trump is messing it up by politicizing the efforts,5_1059_3
Lorna Lopez thanks to Warp Speed sweetie,5_1060_1
Jim Crow joe is China’s btch,5_1061_1
Enrique Tomando joe is our president!,5_1062_1
The worst president in the history of America is leaving in January,5_1062_2
Enrique Tomando Check out Trump new reports on him and China,5_1063_1
Let's hear the administration out,5_1064_1
Insane,5_1065_1
The moronic BenedictDonald Trump.,5_1066_1
A dead loss.,5_1066_2
"Trump it's finish for you, you are fired Trump cheater and lier and idiot Trump, the best idiot un the world.",5_1067_1
"Ohio certified its election results Friday, giving the state's 18 electoral votes to President Donald J. Trump.",5_1068_1
"Ridiculous, maybe he needed a diaper change.",5_1069_1
idiot,5_1070_1
I want to use this opportunity to say a big thank you to a legit verified spellcaster  DR Adogu I'm sorry for putting this on net but I have to  for fixing my broken relationship I'm forever grateful to Dr Adogu  you can contact him on WhatsApp +234813… See More,5_1071_1
https://youtu.be/DzBI33kOiKc,5_1072_1
get the garbage out,5_1073_1
Donald Trump is an imbecile.,5_1074_1
You can't reason with crazy people,5_1074_2
"Oh, poor Biden, the brain dead man who got elected by Brain  dead people.",5_1075_1
Too late to wake up,5_1075_2
55,5_1076_1
God bless Biden and Kamala’s team!!,5_1077_1
They will make USA soar!!,5_1077_2
"With great respect and honor to a real spell caster Dr okposo who restored back my lover after a fight  i contact Dr okposo  for a love spell and he cast it for me within the range of 48 hours, and my lover was back home all thanks to him please my adv… See More",5_1078_1
Very true Scott.,5_1079_1
This comments are truly unbelievable.,5_1080_1
https://donaldjtrump2024.com/...,5_1081_1
"tRump is a dangerous, incompetent Narcissist liar.",5_1082_1
Resign now,5_1083_1
President,5_1084_1
Who made you judge !,5_1085_1
Gtfo45,5_1086_1
"Donald Trump is a terrorist hateclown and the champion of cowards, criminals,  racists, and fools.",5_1087_1
Demands of the WHO??,5_1088_1
Great job president Trump,5_1089_1
#DiaperDon,5_1090_1
So glad trump is out!!,5_1091_1
Black Americans should tweet in their vote instead of pleasing their masters telling them to mail in ballots.,5_1092_1
Black Americans should have an independent mind to think for themselves because mail in ballots is unconstitutional.,5_1092_2
Trump is an embarrassment .,5_1093_1
This traitor voted by his idiot minions!,5_1094_1
"Wakey, Wakey you ignorant Americans that may have elected Joe, the sniffa with dementia, Biteme!https://www.youtube.com/watch?v=K0xdLMvTtA4",5_1095_1
To,5_1096_1
Such a child!,5_1097_1
Shameful!,5_1098_1
Same Jackie Dearth Landry,5_1099_1
https://www.thegatewaypundit.com/.../breaking-joe-biden.../,5_1100_1
Great President.,5_1101_1
God help us now.,5_1101_2
Never ever count Trump out u commies.U want a civil war.,5_1102_1
?U will get one n Trump doesn't lose,5_1102_2
"Now we will have a President, we can rejoin WHO ,if they will have us.",5_1103_1
Don't worry I think by now Biden has Trump's number,5_1104_1
Keep going,5_1105_1
Oooo for Pete Sakes!,5_1106_1
Just a shout out to Governor Cuomo.,5_1107_1
I extracted my mother in law from the Communist Party State of NY and brought her home to our state for Thanksgiving week.,5_1107_2
I just successfully dropped her off back in NY safe and sound.,5_1107_3
Soon we'll be moving her out… See More,5_1107_4
W.H.O = the a-holes who covered up for China and lied to the entire world.,5_1108_1
What an idiot.,5_1109_1
Thank God this nightmare is almost over,5_1110_1
T is a lunatic,5_1111_1
Does not Donald want Dr. Faucci fired too,5_1112_1
Big orange baby,5_1113_1
tRump can not leave soon enough.,5_1114_1
Awesome Job President Trump 2020 Election Fraud can't stop.you!!,5_1115_1
What a clown,5_1116_1
Fox News  · Nov 23,7_2_1
CBS News  · Nov 23,7_4_1
ABC News  · Nov 11,7_6_1
"['In The New York Times Opinion Section Will Wilkinson writes, ""How could a president responsible for one of the gravest failures of governance in American history nevertheless maintain such rock-solid support?""",8_0_1
https://nyti.ms/3lhssuW'],8_0_2
Because they think their race is getting “erased”,8_1_1
Beautiful  kaanakan..,9_1_1
Pretty smile love you always dear daughter,10_1_1
"Beautiful picture dj...kumusta,,,how are you.",10_2_1
Can see the California vehicle in your background,10_4_1
beautiful and amazing apo love you lots,10_5_1
"['We asked a ""Sam Fairchild\' to come and install our Christmas light, they were supposed to be here at 2:30pm they no called and no showed after sending a text message an hour after they were supposed to be here, nothing.",11_0_1
After calling them and asking what the problem was the hung up on me and never answered the call again.,11_0_2
STAY AWAY!!!!'],11_0_3
Gustin brothers have done our lights the last two years.,11_1_1
VERY responsive and they do good work.,11_1_2
['Tip the world over on its side and everything loose will land in Los Angeles  - Frank Lloyd Wright'],12_0_1
My favs,12_1_1
The dialectic of finite absolute creativity of becoming-- and the infinite absolute destruction of preconceived rigidities; the immanence if a life.,13_1_1
Jeffrey Liu disgustang,14_1_1
Monarchists face the wall,14_2_1
"['Poor NWB MV, it took a small beating last night from some local scholars.",15_0_1
"Luckily, they got scared away when the window didn’t break through.",15_0_2
All of our invento… See More'],15_0_3
I am so sorry this happened.,15_1_1
I don’t understand why people think it is ok to steal and damage other peoples property.,15_1_2
This drives me crazy!,15_1_3
['Yep!!!'],16_0_1
This is true!,16_1_1
So pretty.,17_1_1
This is beautiful!,18_1_1
['Good evening many of you know me as a single mom of 5 kids.,19_0_1
I want to thank the community members that helped support me through my recovery from surgery and my car accident.,19_0_2
I’ve returned to work after my surgery on November 04 but due to new Covid restrictions my hours and income has been cut drastically as I’m a waitress.,19_0_3
I have applied for a second job to try and help make ends meet.,19_0_4
I’m looking for some house cleaning jobs on my days off to make Christmas happen for my c… See More'],19_0_5
Have you considered being a shipt shopper?,19_1_1
"From what I understand, you can set your own schedule and it pays pretty good with the tips too.",19_1_2
Honey.... ibuprofen..  both help with inflammation.,20_1_1
And there are still going to be people that don’t get this!,21_1_1
Even though it’s very clear!,21_1_2
Thanks for sharing!,21_1_3
['Dr.,22_0_1
"Scott Atlas, the former Stanford University radiologist who espoused disputed theories and rankled government scientists while advising President Trump on the pandemic, has resigned his White House position.']",22_0_2
Aww.,22_1_1
He almost made me miss Dr. Demon Semen.,22_1_2
(Almost.),22_1_3
Where the hell does Trump find these people?,22_1_4
CNN  · Nov 19,23_6_1
"['Proud to host another BSD Invitational tournament this year, this weekend online through the world wide web of Tabroom.",24_0_1
"Come one, come all.",24_0_2
One school already in need of a hired PF and a hired LD judge...direct message me first to inquire!Just clicked over to forty schools strong registered from all over the USA.,24_0_3
Current mood: '],24_0_4
Oh how I miss this!,24_1_1
['WE WILL REBUILD HER.,25_0_1
At 5 AM this morning I dropped Stephanie off at the prestigious Hospital for Special Surgery.,25_0_2
A few hours later she went under anesthesia for a complete hip replacement.,25_0_3
She was nervous but in good spirits.,25_0_4
"I am happy to report that I have just gotten off the phone with Dr. Peter Sculco, who in addition to being one of the best surgeons in his field, is also ‘pretty hot’-- according to Stephanie.",25_0_5
